ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
15,1,2024-10-26 11:18:27,2024-10-26 11:18:27,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Quidem nemo laudantium reprehenderit pariatur illo accusamus doloremque corporis modi voluptas tenetur ipsam, magnam beatae! Similique praesentium enim adipisci, doloremque qui numquam. Lorem ipsum dolor sit, amet consectetur adipisicing elit. Quidem nemo laudantium reprehenderit pariatur illo accusamus doloremque corporis modi voluptas tenetur ipsam, magnam beatae! Similique praesentium enim adipisci, doloremque qui numquam.</p>
<!-- /wp:paragraph -->",Poetry Day,"",publish,closed,closed,"",poetry-day,"","",2024-11-10 17:36:42,2024-11-10 17:36:42,"","0","http://fictional-university-2.local/?post_type=event&#038;p=15","0",event,"","0"
18,1,2024-10-31 12:33:29,2024-10-31 12:33:29,"a:8:{s:8:""location"";a:1:{i:0;a:1:{i:0;a:3:{s:5:""param"";s:9:""post_type"";s:8:""operator"";s:2:""=="";s:5:""value"";s:5:""event"";}}}s:8:""position"";s:6:""normal"";s:5:""style"";s:7:""default"";s:15:""label_placement"";s:3:""top"";s:21:""instruction_placement"";s:5:""label"";s:14:""hide_on_screen"";s:0:"""";s:11:""description"";s:0:"""";s:12:""show_in_rest"";i:0;}",Event Date,event-date,publish,closed,closed,"",group_672378cb18c61,"","",2024-10-31 12:33:29,2024-10-31 12:33:29,"","0","http://fictional-university-2.local/?post_type=acf-field-group&#038;p=18","0",acf-field-group,"","0"
19,1,2024-10-31 12:33:29,2024-10-31 12:33:29,"a:9:{s:10:""aria-label"";s:0:"""";s:4:""type"";s:11:""date_picker"";s:12:""instructions"";s:0:"""";s:8:""required"";i:0;s:17:""conditional_logic"";i:0;s:7:""wrapper"";a:3:{s:5:""width"";s:0:"""";s:5:""class"";s:0:"""";s:2:""id"";s:0:"""";}s:14:""display_format"";s:5:""d/m/Y"";s:13:""return_format"";s:3:""Ymd"";s:9:""first_day"";i:1;}",Event Date,event_date,publish,closed,closed,"",field_672378d0cf304,"","",2024-10-31 12:33:29,2024-10-31 12:33:29,"",18,http://fictional-university-2.local/?post_type=acf-field&p=19,"0",acf-field,"","0"
20,1,2024-10-31 12:37:14,2024-10-31 12:37:14,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Et ullam laboriosam provident sint earum modi iure dicta, quo quae excepturi atque molestias voluptatibus eum, sequi autem magnam exercitationem. Libero, error. Lorem ipsum dolor, sit amet consectetur adipisicing elit. Et ullam laboriosam provident sint earum modi iure dicta, quo quae excepturi atque molestias voluptatibus eum, sequi autem magnam exercitationem. Libero, error.</p>
<!-- /wp:paragraph -->",Science Of Cats,"",publish,closed,closed,"",the-science-of-cats,"","",2024-11-02 16:26:32,2024-11-02 16:26:32,"","0","http://fictional-university-2.local/?post_type=event&#038;p=20","0",event,"","0"
21,1,2024-10-31 12:37:46,2024-10-31 12:37:46,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Et ullam laboriosam provident sint earum modi iure dicta, quo quae excepturi atque molestias voluptatibus eum, sequi autem magnam exercitationem. Libero, error. Lorem ipsum dolor, sit amet consectetur adipisicing elit. Et ullam laboriosam provident sint earum modi iure dicta, quo quae excepturi atque molestias voluptatibus eum, sequi autem magnam exercitationem. Libero, error.</p>
<!-- /wp:paragraph -->",Math Meetup,"",publish,closed,closed,"",math-meetup,"","",2024-12-23 18:51:12,2024-12-23 18:51:12,"","0","http://fictional-university-2.local/?post_type=event&#038;p=21","0",event,"","0"
22,1,2024-11-02 14:15:04,2024-11-02 14:15:04,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Party Day,We Won An Awards,publish,open,open,"",party-day,"","",2024-11-02 14:34:53,2024-11-02 14:34:53,"","0",http://fictional-university-2.local/?p=22,"0",post,"","0"
23,1,2024-11-02 14:15:04,2024-11-02 14:15:04,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Party Day,We Won An Awards,inherit,closed,closed,"",22-revision-v1,"","",2024-11-02 14:15:04,2024-11-02 14:15:04,"",22,http://fictional-university-2.local/?p=23,"0",revision,"","0"
24,1,2024-11-02 14:15:21,2024-11-02 14:15:21,"<!-- wp:paragraph -->
<p>Welcome to WordPress. This is your first post. Edit or delete it, then start writing! </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Hello world!,"",inherit,closed,closed,"",1-revision-v1,"","",2024-11-02 14:15:21,2024-11-02 14:15:21,"",1,http://fictional-university-2.local/?p=24,"0",revision,"","0"
27,1,2024-11-02 14:18:48,2024-11-02 14:18:48,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut. Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Our History,"",publish,closed,closed,"",our-history,"","",2024-11-02 14:18:48,2024-11-02 14:18:48,"",8,http://fictional-university-2.local/?page_id=27,"0",page,"","0"
28,1,2024-11-02 14:18:48,2024-11-02 14:18:48,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut. Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Our History,"",inherit,closed,closed,"",27-revision-v1,"","",2024-11-02 14:18:48,2024-11-02 14:18:48,"",27,http://fictional-university-2.local/?p=28,"0",revision,"","0"
29,1,2024-11-02 14:19:25,2024-11-02 14:19:25,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Our Goals,"",publish,closed,closed,"",our-goals,"","",2024-11-02 14:19:25,2024-11-02 14:19:25,"",8,http://fictional-university-2.local/?page_id=29,"0",page,"","0"
30,1,2024-11-02 14:19:25,2024-11-02 14:19:25,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Our Goals,"",inherit,closed,closed,"",29-revision-v1,"","",2024-11-02 14:19:25,2024-11-02 14:19:25,"",29,http://fictional-university-2.local/?p=30,"0",revision,"","0"
31,1,2024-11-02 14:19:55,2024-11-02 14:19:55,"",Home,"",publish,closed,closed,"",home,"","",2024-11-02 14:19:55,2024-11-02 14:19:55,"","0",http://fictional-university-2.local/?page_id=31,"0",page,"","0"
32,1,2024-11-02 14:19:55,2024-11-02 14:19:55,"",Home,"",inherit,closed,closed,"",31-revision-v1,"","",2024-11-02 14:19:55,2024-11-02 14:19:55,"",31,http://fictional-university-2.local/?p=32,"0",revision,"","0"
33,1,2024-11-02 14:20:05,2024-11-02 14:20:05,"",Blog,"",publish,closed,closed,"",blog,"","",2024-11-02 14:34:42,2024-11-02 14:34:42,"","0",http://fictional-university-2.local/?page_id=33,"0",page,"","0"
34,1,2024-11-02 14:20:05,2024-11-02 14:20:05,"",Blog,"",inherit,closed,closed,"",33-revision-v1,"","",2024-11-02 14:20:05,2024-11-02 14:20:05,"",33,http://fictional-university-2.local/?p=34,"0",revision,"","0"
35,1,2024-11-02 14:21:37,2024-11-02 14:21:37,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Cookie Policy,"",publish,closed,closed,"",cookie-policy,"","",2024-11-02 14:21:37,2024-11-02 14:21:37,"",3,http://fictional-university-2.local/?page_id=35,"0",page,"","0"
36,1,2024-11-02 14:21:37,2024-11-02 14:21:37,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Cookie Policy,"",inherit,closed,closed,"",35-revision-v1,"","",2024-11-02 14:21:37,2024-11-02 14:21:37,"",35,http://fictional-university-2.local/?p=36,"0",revision,"","0"
39,1,2024-11-02 14:34:23,2024-11-02 14:34:23,"",Blog,"",inherit,closed,closed,"",33-revision-v1,"","",2024-11-02 14:34:23,2024-11-02 14:34:23,"",33,http://fictional-university-2.local/?p=39,"0",revision,"","0"
40,1,2024-11-02 14:34:42,2024-11-02 14:34:42,"",Blog,"",inherit,closed,closed,"",33-revision-v1,"","",2024-11-02 14:34:42,2024-11-02 14:34:42,"",33,http://fictional-university-2.local/?p=40,"0",revision,"","0"
41,1,2024-11-02 14:34:53,2024-11-02 14:34:53,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Magnam, minus aliquid, iure doloremque, voluptatem ab quia accusantium labore molestiae quis nobis eum laboriosam recusandae voluptas libero architecto incidunt fuga aut.</p>
<!-- /wp:paragraph -->",Party Day,We Won An Awards,inherit,closed,closed,"",22-revision-v1,"","",2024-11-02 14:34:53,2024-11-02 14:34:53,"",22,http://fictional-university-2.local/?p=41,"0",revision,"","0"
42,1,2024-11-02 14:40:12,2024-11-02 14:40:12,"",Past Events,"",publish,closed,closed,"",past-events,"","",2024-11-02 14:40:12,2024-11-02 14:40:12,"","0",http://fictional-university-2.local/?page_id=42,"0",page,"","0"
43,1,2024-11-02 14:40:12,2024-11-02 14:40:12,"",Past Events,"",inherit,closed,closed,"",42-revision-v1,"","",2024-11-02 14:40:12,2024-11-02 14:40:12,"",42,http://fictional-university-2.local/?p=43,"0",revision,"","0"
